1606089072.182337,0
1606089072.285161,19
1606089072.388612,20
1606089072.491912,20
1606089072.594834,9
1606089072.698708,10
1606089072.803038,11
1606089072.906803,12
1606089073.009467,14
1606089073.112822,13
1606089073.216199,15
1606089073.320190,20
1606089073.423388,12
1606089073.525874,14
1606089073.628591,16
1606089073.731516,10
1606089073.835124,11
1606089073.938793,11
1606089074.042467,13
1606089074.146252,12
1606089074.248911,18
1606089074.353068,20
1606089074.456239,9
1606089074.559649,10
1606089074.662290,13
1606089074.765668,15
1606089074.868526,9
1606089074.973082,9
1606089075.077630,9
1606089075.180088,13
1606089075.284426,17
1606089075.394481,20
1606089075.498887,20
1606089075.603184,2
1606089075.707396,3
1606089075.811521,3
1606089075.914150,7
1606089076.017368,7
1606089076.126403,8
1606089076.228881,10
1606089076.331747,19
1606089076.435586,16
1606089076.538837,17
1606089076.641782,18
1606089076.745209,15
1606089076.850056,13
1606089076.952794,14
1606089077.055446,14
1606089077.158655,15
1606089077.263882,16
1606089077.366847,20
1606089077.470929,18
1606089077.575315,13
1606089077.679277,11
1606089077.786361,14
1606089077.888818,15
1606089077.992753,16
1606089078.100255,8
1606089078.204114,11
1606089078.306799,20
1606089078.409812,14
1606089078.514334,11
1606089078.618145,13
1606089078.721634,14
1606089078.825784,9
1606089078.929676,10
1606089079.032586,10
1606089079.136157,11
1606089079.238894,13
1606089079.342037,19
1606089079.445103,18
1606089079.549134,6
1606089079.652289,4
1606089079.755688,5
1606089079.859399,7
1606089079.962546,8
1606089080.067316,9
1606089080.171081,8
1606089080.274686,9
1606089080.377346,16
1606089080.480646,20
1606089080.583822,1
1606089080.686971,4
1606089080.790337,6
1606089080.902759,6
1606089081.005683,8
1606089081.109030,8
1606089081.212370,11
1606089081.315505,20
1606089081.420014,17
1606089081.523295,15
1606089081.627138,16
1606089081.729861,18
1606089081.833351,17
1606089081.936407,20
1606089082.039256,14
1606089082.143787,8
1606089082.246375,8
1606089082.354354,20
1606089082.457403,17
1606089082.561056,4
1606089082.663994,6
1606089082.766663,7
1606089082.870626,6
1606089082.973802,7
1606089083.076713,9
1606089083.180010,11
1606089083.283051,19
1606089083.386003,11
1606089083.488435,12
1606089083.591386,13
1606089083.703084,7
1606089083.807304,7
1606089083.910018,9
1606089084.012264,8
1606089084.114714,10
1606089084.216914,10
1606089084.319488,20
1606089084.423182,20
1606089084.525550,16
1606089084.628025,17
1606089084.730654,7
1606089084.833215,8
1606089084.935803,9
1606089085.039137,10
1606089085.142709,11
1606089085.245051,12
1606089085.347676,19
1606089085.451087,20
1606089085.554578,13
1606089085.659610,10
1606089085.763730,12
1606089085.865983,8
1606089085.969315,10
1606089086.072693,10
1606089086.175443,9
1606089086.281950,10
1606089086.384588,20
1606089086.488389,19
1606089086.591625,12
1606089086.694834,4
1606089086.797362,7
1606089086.900817,7
1606089087.004157,9
1606089087.107462,9
1606089087.209936,11
1606089087.312699,19
1606089087.415769,19
1606089087.518803,20
1606089087.622906,7
1606089087.725565,11
1606089087.828129,9
1606089087.930459,6
1606089088.036603,8
1606089088.143391,9
1606089088.253146,9
1606089088.355942,18
1606089088.459579,11
1606089088.562412,12
1606089088.665665,7
1606089088.771127,7
1606089088.874035,9
1606089088.977306,9
1606089089.080211,10
1606089089.183221,12
1606089089.286768,12
1606089089.389979,19
1606089089.493882,19
1606089089.597826,10
1606089089.701494,5
1606089089.804973,6
1606089089.907960,6
1606089090.011242,9
1606089090.115147,8
1606089090.218371,10
1606089090.321903,13
1606089090.424936,20
1606089090.527920,19
1606089090.631986,2
1606089090.734774,3
1606089090.839051,6
1606089090.942748,7
1606089091.046006,9
1606089091.148708,9
1606089091.253381,11
1606089091.355961,20
1606089091.459089,16
1606089091.563910,15
1606089091.673258,2
1606089091.776795,5
1606089091.880011,6
1606089091.983916,7
1606089092.086782,8
1606089092.189589,8
1606089092.292977,11
1606089092.396908,20
1606089092.500287,14
1606089092.603936,7
1606089092.706432,2
1606089092.809799,5
1606089092.913691,4
1606089093.016760,6
1606089093.120959,6
1606089093.224410,8
1606089093.327573,16
1606089093.431260,19
1606089093.534538,20
1606089093.643178,1
1606089093.747144,4
1606089093.849809,5
1606089093.952916,7
1606089094.055905,9
1606089094.161473,9
1606089094.264597,11
1606089094.367205,20
1606089094.470132,19
1606089094.573779,20
1606089094.681962,2
1606089094.791486,4
1606089094.894945,3
1606089094.998367,6
1606089095.102448,7
1606089095.205530,8
1606089095.309175,14
1606089095.416681,19
1606089095.520430,17
1606089095.622994,5
1606089095.725552,5
1606089095.829000,3
1606089095.931334,6
1606089096.033674,7
1606089096.138043,8
1606089096.241550,9
1606089096.348081,15
1606089096.452088,15
1606089096.555753,10
1606089096.658817,12
1606089096.762345,12
1606089096.873665,6
1606089096.976863,8
1606089097.079772,8
1606089097.183760,9
1606089097.288500,11
1606089097.397001,19
1606089097.500447,18
1606089097.604993,20
1606089097.707843,9
1606089097.811486,7
1606089097.918772,9
1606089098.021643,8
1606089098.127023,9
1606089098.230140,10
1606089098.333794,17
1606089098.437963,19
1606089098.554200,20
1606089098.656917,20
1606089098.760460,1
1606089098.863700,4
1606089098.966072,7
1606089099.069480,8
1606089099.173375,7
1606089099.277943,7
1606089099.381197,19
1606089099.487115,19
1606089099.590989,13
1606089099.699754,4
1606089099.809375,3
1606089099.913102,6
1606089100.015767,7
1606089100.120148,9
1606089100.223442,8
1606089100.326789,16
1606089100.430557,20
1606089100.533801,18
1606089100.637002,17
1606089100.739931,0
1606089100.843415,1
1606089100.947114,4
1606089101.051177,5
1606089101.154435,7
1606089101.257089,7
1606089101.361702,14
1606089101.465038,20
1606089101.568855,17
1606089101.671764,8
1606089101.774956,3
1606089101.878794,5
1606089101.981561,6
1606089102.084151,7
1606089102.193617,8
1606089102.297038,10
1606089102.400250,20
1606089102.504199,19
1606089102.607674,20
1606089102.710952,12
1606089102.818821,5
1606089102.922188,6
1606089103.025385,7
1606089103.134578,7
1606089103.237412,10
1606089103.342415,18
1606089103.445386,19
1606089103.549036,18
1606089103.652122,13
1606089103.757392,2
1606089103.863881,4
1606089103.966557,4
1606089104.068952,6
1606089104.172055,9
1606089104.308547,10
1606089104.417933,19
1606089104.521139,20
1606089104.626689,19
1606089104.730888,5
1606089104.834252,4
1606089104.936672,6
1606089105.041753,6
1606089105.146530,7
1606089105.252958,9
1606089105.358609,19
1606089105.462755,16
1606089105.565579,17
1606089105.669207,0
1606089105.771973,1
1606089105.875040,1
1606089105.977948,2
1606089106.080475,5
1606089106.184212,6
1606089106.286913,7
1606089106.390602,17
1606089106.494371,20
1606089106.597043,3
1606089106.700386,4
1606089106.803348,5
1606089106.906377,7
1606089107.009844,8
1606089107.112885,8
1606089107.215976,9
1606089107.319063,9
1606089107.423303,20
1606089107.526495,18
1606089107.629143,19
1606089107.732432,12
1606089107.835964,4
1606089107.939062,7
1606089108.042568,7
1606089108.146280,7
1606089108.249204,10
1606089108.352139,11
1606089108.455454,19
1606089108.558976,20
1606089108.662671,17
1606089108.765557,17
1606089108.885652,6
1606089108.988291,8
1606089109.091473,8
1606089109.195263,9
1606089109.298256,11
1606089109.401937,18
1606089109.504680,11
1606089109.607852,12
1606089109.713221,14
1606089109.817453,9
1606089109.920434,8
1606089110.023549,10
1606089110.128388,10
1606089110.232829,10
1606089110.335314,13
1606089110.464458,19
1606089110.567893,20
1606089110.677739,20
1606089110.785939,17
1606089110.889965,4
1606089110.993355,7
1606089111.096919,9
1606089111.200536,9
1606089111.304620,11
1606089111.408050,20
1606089111.511910,11
1606089111.615245,10
1606089111.719135,13
1606089111.822690,13
1606089111.926640,7
1606089112.031452,8
1606089112.134439,8
1606089112.237274,11
1606089112.340138,13
1606089112.445074,19
1606089112.549976,19
1606089112.653547,8
1606089112.756307,5
1606089112.860041,6
1606089112.963196,7
1606089113.066248,9
1606089113.169519,7
1606089113.273476,10
1606089113.376770,12
1606089113.480166,20
1606089113.585853,19
1606089113.688155,19
1606089113.792373,2
1606089113.896480,3
1606089113.998952,8
1606089114.106266,7
1606089114.210037,7
1606089114.312872,9
1606089114.415645,20
1606089114.519795,19
1606089114.624272,18
1606089114.727671,12
1606089114.830532,3
1606089114.935885,4
1606089115.038839,5
1606089115.141507,6
1606089115.245325,6
1606089115.349305,10
1606089115.452570,20
1606089115.555551,20
1606089115.659878,19
1606089115.763148,2
1606089115.866079,4
1606089115.970012,5
1606089116.074503,6
1606089116.179881,7
1606089116.282587,9
1606089116.385396,17
1606089116.488360,19
1606089116.598706,20
1606089116.702521,20
1606089116.805971,6
1606089116.911208,3
1606089117.014189,5
1606089117.127270,7
1606089117.231283,7
1606089117.347045,9
1606089117.449698,18
1606089117.553582,11
1606089117.659772,12
1606089117.763259,9
1606089117.871499,7
1606089117.974513,8
1606089118.079686,9
1606089118.184053,11
1606089118.287013,11
1606089118.392183,18
1606089118.496096,19
1606089118.599127,20
1606089118.702803,17
1606089118.812361,13
1606089118.915923,4
1606089119.021086,5
1606089119.124531,7
1606089119.229265,8
1606089119.332222,9
1606089119.436331,15
1606089119.539485,20
1606089119.643836,18
1606089119.746687,1
1606089119.851626,3
1606089119.962841,3
1606089120.066202,6
1606089120.170508,7
1606089120.296067,9
1606089120.401210,20
1606089120.508766,20
1606089120.612095,19
1606089120.716319,20
1606089120.818639,6
1606089120.923073,5
1606089121.026417,9
1606089121.129208,6
1606089121.233251,9
1606089121.336026,10
1606089121.439067,19
1606089121.542408,19
1606089121.645811,12
1606089121.750171,13
1606089121.853855,14
1606089121.961321,19
1606089122.065029,13
1606089122.168138,10
1606089122.272753,14
1606089122.375799,6
1606089122.478382,18
1606089122.580723,19
1606089122.684404,20
1606089122.787700,2
1606089122.892210,3
1606089122.996704,4
1606089123.101291,4
1606089123.207297,5
1606089123.311608,5
1606089123.416169,14
1606089123.520025,20
1606089123.623208,19
1606089123.727078,13
1606089123.830222,6
1606089123.933409,5
1606089124.036272,7
